food_name,calories_x,carbohydrates_x,fiber_x,fats_x,glycemic_index,category,description,brand,food_category,sugars_x,proteins_x,serving_weight,restaurant_name,serving_size,serving_unit,calories_y,carbohydrates_y,sugars_y,fats_y,saturated_fats,cholesterol,sodium,fiber_y,potassium,proteins_y,calories_per_100g,carbs_per_100g,fats_per_100g,gi_category
lobster pappardelle pasta,,,,,,,,,,,,,Red Lobster,1.0,serving,180.78,34.4,,1.45,0.21,45.54,8.28,,33.12,7.11,,,,Unknown
lobster punch,,,,,,,,,,,,,Red Lobster,1.0,serving,390.52,9.52,2.75,28.2,6.81,224.83,1353.22,0.89,380.7,23.55,,,,Unknown
"mac & cheese, bread bowl",,,,,,,,,,,,,Panera Bread,1.0,Serving,549.81,104.87,9.34,4.89,1.07,0.0,1216.86,4.45,236.5,21.73,,,,Unknown
machaca,,,,,,,,,,,,,IHOP,1.0,Serving,43.38,0.78,0.77,0.55,0.27,22.4,790.97,0.0,66.62,8.82,,,,Unknown
mangoes,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,Low
maple pepper bacon sandwich with chick-fil-a filet,,,,,,,,,,,,,Chick-fil-A,1.0,Serving,377.88,35.36,4.92,19.62,3.8,42.88,581.56,1.88,294.8,15.09,,,,Unknown
margarine,,,,,,,,,,,,,Whataburger,1.0,portion cup,101.81,0.1,0.0,11.46,2.16,0.0,0.28,0.0,2.56,0.02,,,,Unknown
market salad with chick-fil-a filet,,,,,,,,,,,,,Chick-fil-A,1.0,Serving,199.23,6.99,,11.6,2.86,61.77,243.6,0.61,295.8,15.74,,,,Unknown
mayonnaise,,,,,,,,,,,,,Panera Bread,1.0,Portion,93.84,0.08,0.08,10.33,1.62,5.8,87.63,0.0,2.76,0.13,,,,Unknown
mcchicken,,,,,,,,,,,,,McDonald's,1.0,Serving,193.28,9.66,0.05,12.68,2.09,28.16,362.24,,161.28,10.11,,,,Unknown
mccrispy,,,,,,,,,,,,,McDonald's,1.0,Serving,470.0,,,,,,,,,,,,,Unknown
mcdouble,,,,,,,,,,,,,McDonald's,1.0,Serving,391.64,38.51,8.68,17.48,7.22,52.34,878.77,2.23,303.71,20.09,,,,Unknown
meatballs,,,,,,,,,,,,,Subway,1.0,Serving,324.32,9.14,3.93,25.19,8.65,74.84,755.24,2.61,335.66,16.33,,,,Unknown
medium sprite,,,,,,,,,,,,,Burger King,1.0,serving,197.7,25.67,25.58,0.0,0.0,0.0,25.06,0.0,2.88,0.22,,,,Unknown
memphis burger,,,,,,,,,,,,,Tony Roma's,1.0,burger,355.95,35.3,5.05,16.6,3.05,9.3,719.36,5.25,434.23,16.24,,,,Unknown
migas,,,,,,,,,,,,,IHOP,1.0,Serving,698.18,22.95,6.49,49.57,23.98,797.43,1040.57,3.5,789.98,41.29,,,,Unknown
mild sauce,,,,,,,,,,,,,Taco Bell,1.0,tsp,6.3,0.66,0.66,0.0,0.0,0.0,1413.18,0.0,51.84,0.91,,,,Unknown
mild wings,,,,,,,,,,,,,Wingstop,1.0,each,87.74,2.64,0.06,6.51,2.31,21.95,105.28,0.11,45.88,4.53,,,,Unknown
milk,,,,,,,,,,,,,Wendy's,1.0,serving,122.0,11.71,12.35,4.83,3.07,19.52,114.68,0.0,341.6,8.05,,,,Unknown
mixed grain bread,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,Low
mixed nuts,619.4,19.04,8.52,55.96,,Diabetic-Friendly Foods,MIXED NUTS,DIAMOND OF CALIFORNIA,"Popcorn, Peanuts, Seeds & Related Snacks",,16.7,,,,,,,,,,,,,,,,,,Unknown
mochachino,,,,,,,,,,,,,Bertucci's,1.0,Serving,359.44,47.13,22.74,13.2,8.14,48.39,207.17,1.07,679.73,13.49,,,,Unknown
mongolian beef,,,,,,,,,,,,,Pick Up Stix,0.5,Portion,457.45,12.57,4.92,28.2,10.23,127.94,1084.45,2.35,715.82,37.31,,,,Unknown
motts applesauce,,,,,,,,,,,,,Burger King,1.0,serving,75.48,19.41,16.28,0.19,0.03,0.0,2.22,1.33,83.25,0.18,,,,Unknown
"mountain dew, large",,,,,,,,,,,,,Yoshinoya,1.0,serving,231.77,60.69,61.02,0.0,0.0,0.0,85.14,0.0,9.46,0.0,,,,Unknown
"mountain dew, regular",,,,,,,,,,,,,Yoshinoya,1.0,serving,231.77,60.69,61.02,0.0,0.0,0.0,85.14,0.0,9.46,0.0,,,,Unknown
mozzarella cheese,292.8,3.678,0.0,20.06,,Diabetic-Friendly Foods,MOZZARELLA CHEESE,LAURA LYNN,Cheese,,25.0,,,,,,,,,,,,,,,,,,Unknown
mustard,,,,,,,,,,,,,Five Guys,1.0,Serving,3.0,0.29,0.05,0.17,0.01,0.0,55.2,0.2,7.6,0.19,,,,Unknown
nachos,,,,,,,,,,,,,Johnny Rockets,1.0,serving,1233.77,26.46,10.07,96.18,39.27,282.47,1744.25,4.0,1257.22,67.11,,,,Unknown
nachos bell grande,,,,,,,,,,,,,Taco Bell UK,1.0,Order,57.26,2.52,0.65,4.16,2.53,13.14,232.73,0.03,55.26,2.48,,,,Unknown
nachos bellgrande - beef,,,,,,,,,,,,,Taco Bell,1.0,Order,1233.77,26.46,10.07,96.18,39.27,282.47,1744.25,4.0,1257.22,67.11,,,,Unknown
nachos bellgrande - chicken,,,,,,,,,,,,,Taco Bell,1.0,Order,1313.69,106.94,3.78,66.21,22.58,192.56,2827.83,8.25,920.74,74.96,,,,Unknown
nachos bellgrande - steak,,,,,,,,,,,,,Taco Bell,1.0,Order,1242.48,26.46,10.07,97.76,40.31,294.07,1687.74,4.0,1164.48,65.89,,,,Unknown
nolita's panini,,,,,,,,,,,,,Tony Roma's,1.0,sandwich,622.64,56.73,7.14,31.43,8.74,52.7,2791.59,3.57,430.2,27.6,,,,Unknown
oat bran bread,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,,Low
oatmeal cookies,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,Low
oats,738.2,45.62,5.62,23.619999999999997,,Diabetic-Friendly Foods,OATS,ROLLINI' OATS,Cereal,,12.5,,,,,,,,,,,,,,,,,,Unknown
oil,,,,,,,,,,,,,Subway,1.0,Serving,123.76,0.0,0.0,14.0,0.91,0.0,0.0,0.0,,0.0,,,,Unknown
olive oil,739.2,1.428,0.0,83.22,,Diabetic-Friendly Foods,OLIVE OIL,GOYA,Vegetable & Cooking Oils,,0.0,,,,,,,,,,,,,,,,,,Unknown
onion rings,,,,,,,,,,,,,Smashburger,1.0,Serving,1003.92,114.83,13.2,54.37,9.63,,1951.44,7.33,400.44,13.79,,,,Unknown
oranges,105.8,26.560000000000002,1.7,0.48999999999999994,,Diabetic-Friendly Foods,ORANGES,LONE STAR,Pre-Packaged Fruit & Vegetables,,0.65,,,,,,,,,,,,,,,,,,Unknown
"oranges, raw",,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,Low
oregano,0.0,0.0,0.0,0.0,,Diabetic-Friendly Foods,OREGANO,SUGAR 'N SPICE,Herbs & Spices,,0.0,,,,,,,,,,,,,,,,,,Unknown
original chicken sandwich,,,,,,,,,,,,,Church's Chicken,1.0,Serving,418.6,38.59,7.08,10.51,2.18,92.0,982.1,2.07,453.1,39.88,,,,Unknown
outback center cut sirloin 12 oz (regional),,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,221.0,0.0,,13.4,4.92,69.7,52.7,0.0,340.85,23.49,,,,Unknown
"outback center cut sirloin, 5 oz (regional)",,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,221.0,0.0,,13.4,4.92,69.7,52.7,0.0,340.85,23.49,,,,Unknown
"outback center cut sirloin, 8 oz",,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,221.0,0.0,,13.4,4.92,69.7,52.7,0.0,340.85,23.49,,,,Unknown
"outback center cut sirloin, 9 oz (regional)",,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,221.0,0.0,,13.4,4.92,69.7,52.7,0.0,340.85,23.49,,,,Unknown
"outback center, cut sirloin, 11 oz",,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,221.0,0.0,,13.4,4.92,69.7,52.7,0.0,340.85,23.49,,,,Unknown
"outback center, cut sirloin, 6 oz",,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,221.0,0.0,,13.4,4.92,69.7,52.7,0.0,340.85,23.49,,,,Unknown
outback manhattan,,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,647.9,67.0,6.42,20.28,6.5,95.32,3558.06,4.83,1874.17,48.52,,,,Unknown
"outback ribs, 1/3 rack (regional)",,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,1954.19,145.37,18.72,146.08,51.32,163.24,3313.59,9.1,545.16,18.36,,,,Unknown
"outback ribs, full rack",,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,151.9,11.96,11.96,8.11,4.65,26.95,257.25,0.0,330.75,7.86,,,,Unknown
"outback ribs, half rack",,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,1954.19,145.37,18.72,146.08,51.32,163.24,3313.59,9.1,545.16,18.36,,,,Unknown
"outback style prime prime, 10 oz(regional)",,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,1954.19,145.37,18.72,146.08,51.32,163.24,3313.59,9.1,545.16,18.36,,,,Unknown
"outback style prime rib, 12 oz",,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,1954.19,145.37,18.72,146.08,51.32,163.24,3313.59,9.1,545.16,18.36,,,,Unknown
"outback style prime rib, 16 oz",,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,1954.19,145.37,18.72,146.08,51.32,163.24,3313.59,9.1,545.16,18.36,,,,Unknown
pancake platter,,,,,,,,,,,,,Burger King,1.0,serving,1080.65,95.65,8.59,55.52,16.97,140.9,1283.4,8.31,1570.14,47.97,,,,Unknown
parsley,0.0,0.0,0.0,0.0,,Diabetic-Friendly Foods,PARSLEY,CUB,Herbs & Spices,,0.0,,,,,,,,,,,,,,,,,,Unknown
"parsnips, peeled boiled",,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,Low
pastrami,,,,,,,,,,,,,Subway,1.0,Serving,104.37,0.26,0.07,4.13,1.9,48.28,765.38,0.0,149.1,15.48,,,,Unknown
peaches,172.8,41.538,4.9799999999999995,0.068,,Diabetic-Friendly Foods,PEACHES,NUTT,Wholesome Snacks,,2.5,,,,,,,,,,,,,,,,,,Unknown
"peaches, canned in light syrup",,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,Low
pears,152.0,24.18,5.08,0.074,,Diabetic-Friendly Foods,PEARS,ROBINSON FRESH,Pre-Packaged Fruit & Vegetables,,0.6,,,,,,,,,,,,,,,,,,Unknown
pepperoni,,,,,,,,,,,,,Subway,3.0,Slices,10.08,0.02,0.0,0.93,0.35,1.94,31.64,0.0,5.48,0.39,,,,Unknown
pepsi,,,,,,,,,,,,,Popeye's,22.0,oz,155.4,38.33,36.78,0.93,0.0,0.0,11.1,0.0,18.5,0.0,,,,Unknown
pepsi (bottle),,,,,,,,,,,,,Yoshinoya,1.0,bottle,155.4,38.33,36.78,0.93,0.0,0.0,11.1,0.0,18.5,0.0,,,,Unknown
"pepsi, large",,,,,,,,,,,,,Yoshinoya,1.0,serving,71.5,0.36,0.19,4.76,1.56,186.0,71.0,0.0,69.0,6.28,,,,Unknown
"pepsi, regular",,,,,,,,,,,,,Yoshinoya,1.0,serving,155.4,38.33,36.78,0.93,0.0,0.0,11.1,0.0,18.5,0.0,,,,Unknown
philly melt,,,,,,,,,,,,,Burger King,1.0,serving,390.88,54.89,8.52,13.53,6.31,35.15,1114.8,0.51,203.02,11.0,,,,Unknown
pickles,,,,,,,,,,,,,Subway,3.0,Chips,4.2,0.84,0.37,0.11,0.03,0.0,283.15,0.35,40.95,0.18,,,,Unknown
pineapple,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,Low
pinto beans,119.2,26.025,6.38,0.154,,Diabetic-Friendly Foods,PINTO BEANS,KROGER,Canned & Bottled Beans,,4.62,,,,,,,,,,,,,,,,,,Unknown
plain wings,,,,,,,,,,,,,Smashburger,1.0,Serving,87.74,2.64,0.06,6.51,2.31,21.95,105.28,0.11,45.88,4.53,,,,Unknown
plums,199.0,23.6,3.283333333333333,0.4944,53.0,Diabetic-Friendly Foods,"Plums, raw",,Fruits and Fruit Juices,,0.7,,,,,,,,,,,,,,,,,,Low
popcorn,349.0,68.06,9.2,6.142,,Diabetic-Friendly Foods,POPCORN,RALEY'S,"Popcorn, Peanuts, Seeds & Related Snacks",,11.8,,,,,,,,,,,,,,,,,,Unknown
"potato, white, boiled",,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,Low
"potstickers, regular",,,,,,,,,,,,,Noodles & Company,5.0,each,78.9,7.45,0.39,3.8,0.85,9.19,140.33,0.48,70.11,3.53,,,,Unknown
"potstickers, small",,,,,,,,,,,,,Noodles & Company,1.0,Serving,78.9,7.45,0.39,3.8,0.85,9.19,140.33,0.48,70.11,3.53,,,,Unknown
pretzel baconator,,,,,,,,,,,,,Wendy's,1.0,serving,930.6,62.34,15.28,52.34,20.22,165.0,2224.2,4.29,785.4,52.07,,,,Unknown
provolone,,,,,,,,,,,,,Subway,1.0,Serving,99.51,0.61,0.16,7.55,4.84,19.56,248.35,0.0,39.12,7.25,,,,Unknown
pumpkin seeds,537.6,17.84,12.52,44.339999999999996,,Diabetic-Friendly Foods,PUMPKIN SEEDS,VALUED NATURALS,"Popcorn, Peanuts, Seeds & Related Snacks",,23.3,,,,,,,,,,,,,,,,,,Unknown
quinoa,306.4,58.48,6.359999999999999,4.965999999999999,,Diabetic-Friendly Foods,QUINOA,EASY QUINOA,Frozen Dinners & Entrees,,2.86,,,,,,,,,,,,,,,,,,Unknown
ranch dip,,,,,,,,,,,,,Wingstop,3.25,oz Cup,129.0,1.77,1.41,13.36,2.09,7.8,270.3,0.0,19.2,0.4,,,,Unknown
raspberries,64.0,14.62,5.540000000000001,0.49799999999999994,,Diabetic-Friendly Foods,RASPBERRIES,AHOLD,Frozen Fruit & Fruit Juice Concentrates,,1.43,,,,,,,,,,,,,,,,,,Unknown
regular,,,,,,,,,,,,,Johnny Rockets,1.0,serving,153.08,12.64,0.0,0.0,0.0,0.0,14.24,0.0,96.12,1.64,,,,Unknown
regular jimmy chips,,,,,,,,,,,,,Jimmy John's,1.0,Serving,153.08,12.64,0.0,0.0,0.0,0.0,14.24,0.0,96.12,1.64,,,,Unknown
relish,,,,,,,,,,,,,Five Guys,1.0,Serving,19.5,5.26,4.37,0.07,0.01,0.0,121.65,0.17,3.75,0.06,,,,Unknown
rice crispy,,,,,,,,,,,,,Noodles & Company,1.0,Serving,120.59,27.25,11.97,0.84,0.65,0.0,131.44,0.43,61.07,1.43,,,,Unknown
ricotta cheese,121.2,6.266,0.32,4.646,,Diabetic-Friendly Foods,RICOTTA CHEESE,B-L,Cheese,,11.3,,,,,,,,,,,,,,,,,,Unknown
rodeo burger,,,,,,,,,,,,,Burger King,1.0,serving,540.14,40.27,,26.56,10.52,122.04,791.0,,569.52,34.28,,,,Unknown
rodeo cheeseburger,,,,,,,,,,,,,Burger King,1.0,serving,595.02,39.86,9.77,33.46,12.93,105.5,1422.14,2.74,502.18,33.3,,,,Unknown
roma's dinner salad,,,,,,,,,,,,,Tony Roma's,1.0,salad without dressing,147.98,6.38,3.01,12.52,3.07,9.32,175.96,2.79,353.08,3.75,,,,Unknown
roma's sampler (served with original bbq sauce),,,,,,,,,,,,,Tony Roma's,1.0,serving,37.65,5.26,4.96,2.03,0.4,0.0,10.05,0.17,14.4,0.1,,,,Unknown
roma's side caesar dinner salad,,,,,,,,,,,,,Tony Roma's,1.0,serving,252.63,20.45,4.53,15.22,5.01,26.6,2116.67,4.21,603.98,12.44,,,,Unknown
roma's side dinner salad,,,,,,,,,,,,,Tony Roma's,1.0,serving,147.98,6.38,3.01,12.52,3.07,9.32,175.96,2.79,353.08,3.75,,,,Unknown
rubio's street taco with all natural chicken,,,,,,,,,,,,,Rubio's,1.0,Serving,279.92,24.04,5.41,19.18,5.9,29.26,313.09,2.66,287.57,7.14,,,,Unknown
rubio's street taco with all natural chicken three taco plate,,,,,,,,,,,,,Rubio's,1.0,Serving,247.05,26.74,0.84,8.37,2.14,25.01,456.31,2.91,253.8,12.63,,,,Unknown
rubio's street taco with all natural steak,,,,,,,,,,,,,Rubio's,1.0,Serving,875.03,78.1,5.39,47.73,16.82,104.69,2105.07,19.17,1471.15,38.13,,,,Unknown
rubio's street taco with all natural steak three taco plate,,,,,,,,,,,,,Rubio's,1.0,Serving,200.16,7.25,1.67,16.93,2.63,0.0,118.66,2.86,216.21,8.3,,,,Unknown
"rye flour bread, 50%  rye flour, 50% wheat flour",,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,Low
rye kernel bread,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,Low
salmon,911.4,0.8939999999999999,0.13999999999999999,29.689999999999998,,Diabetic-Friendly Foods,SALMON,SEA CUISINE,Fish & Seafood,,19.0,,IHOP,1.0,Serving,467.62,0.0,0.0,28.03,5.44,143.01,138.47,0.0,871.68,50.17,,,,Unknown
"salmon, blackened",,,,,,,,,,,,,Tony Roma's,1.0,serving,265.77,2.78,0.22,24.05,14.87,153.88,1190.37,0.82,132.19,10.66,,,,Unknown
"salmon, grilled",,,,,,,,,,,,,Tony Roma's,1.0,serving,467.62,0.0,0.0,28.03,5.44,143.01,138.47,0.0,871.68,50.17,,,,Unknown
salt,,,,,,,,,,,,,Subway,1.0,Serving,0.0,0.0,0.0,0.0,0.0,0.0,581.37,0.0,0.12,0.0,,,,Unknown
salt & vinegar jimmy chips,,,,,,,,,,,,,Jimmy John's,1.0,Serving,148.96,15.07,0.09,9.51,0.95,0.0,147.56,0.87,334.88,1.79,,,,Unknown
sauce,,,,,,,,,,,,,Chick-fil-A,2.0,Tbsp,66.0,9.81,6.48,2.13,0.29,2.64,576.84,2.38,422.4,1.83,,,,Unknown
"sauce, chipotle, creamy",,,,,,,,,,,,,Taco Bell,2.0,tbsp,39.38,8.44,6.58,0.69,0.06,0.14,261.87,0.52,89.65,0.79,,,,Unknown
sausage biscuit,,,,,,,,,,,,,Wendy's,1.0,serving,411.81,33.29,1.76,27.11,8.24,31.08,903.54,0.44,169.83,10.73,,,,Unknown
scrapple,,,,,,,,,,,,,IHOP,1.0,Serving,119.28,7.87,0.11,7.77,2.65,27.44,269.92,0.17,88.48,4.51,,,,Unknown
"seasoning mix, original taco",,,,,,,,,,,,,Taco Bell,2.0,tsp,37.65,5.26,4.96,2.03,0.4,0.0,10.05,0.17,14.4,0.1,,,,Unknown
shack attack sundae,,,,,,,,,,,,,Shake Shack,1.0,Serving,378.7,47.17,39.59,18.74,10.37,62.69,131.19,1.87,344.66,6.14,,,,Unknown
shack red wine,,,,,,,,,,,,,Shake Shack,6.0,oz,164.8,14.1,8.01,0.0,0.0,0.0,9.27,0.0,94.76,0.21,,,,Unknown
shack red wine can,,,,,,,,,,,,,Shake Shack,8.399999618530273,oz,164.8,14.1,8.01,0.0,0.0,0.0,9.27,0.0,94.76,0.21,,,,Unknown
shack rose wine can,,,,,,,,,,,,,Shake Shack,8.399999618530273,oz,125.74,5.76,5.76,0.0,0.0,0.0,7.58,0.0,89.38,0.55,,,,Unknown
shack sparkling wine can,,,,,,,,,,,,,Shake Shack,8.399999618530273,oz,120.54,3.82,1.41,0.0,0.0,0.0,7.35,0.0,104.37,0.1,,,,Unknown
shack stack,,,,,,,,,,,,,Shake Shack,1.0,Serving,770.0,,,,,,,,,,,,,Unknown
shack white wine,,,,,,,,,,,,,Shake Shack,6.0,oz,120.54,3.82,1.41,0.0,0.0,0.0,7.35,0.0,104.37,0.1,,,,Unknown
shack white wine can,,,,,,,,,,,,,Shake Shack,8.399999618530273,oz,2.68,0.01,0.01,0.0,0.0,0.0,0.3,0.0,0.3,0.0,,,,Unknown
shack-cago dog,,,,,,,,,,,,,Shake Shack,1.0,Serving,378.55,42.72,8.51,17.72,6.25,28.77,1705.25,3.9,582.75,13.46,,,,Unknown
shack2o sparkling,,,,,,,,,,,,,Shake Shack,1.0,Serving,2.37,0.31,0.0,0.0,0.0,0.0,33.18,0.0,9.48,0.0,,,,Unknown
shackmeister cheddar brat,,,,,,,,,,,,,Shake Shack,1.0,Serving,227.92,1.64,0.08,19.9,7.3,48.51,652.96,0.0,158.62,9.93,,,,Unknown
shacksauce,,,,,,,,,,,,,Shake Shack,1.0,Serving,60.0,,,,,,,,,,,,,Unknown
side of lobster-topped baked potato,,,,,,,,,,,,,Red Lobster,1.0,serving,344.61,34.58,1.76,18.09,9.88,52.33,517.87,3.13,767.44,11.99,,,,Unknown
side of lobster-topped mashed potatoes,,,,,,,,,,,,,Red Lobster,1.0,serving,204.08,9.85,4.33,16.78,9.93,43.62,695.78,4.6,310.64,6.55,,,,Unknown
sierra mist (bottle),,,,,,,,,,,,,Yoshinoya,1.0,bottle,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,,,Unknown
"sierra mist, large",,,,,,,,,,,,,Yoshinoya,1.0,serving,71.5,0.36,0.19,4.76,1.56,186.0,71.0,0.0,69.0,6.28,,,,Unknown
"sierra mist, regular",,,,,,,,,,,,,Yoshinoya,1.0,serving,153.08,12.64,0.0,0.0,0.0,0.0,14.24,0.0,96.12,1.64,,,,Unknown
"silverlake shack, double",,,,,,,,,,,,,Shake Shack,1.0,Serving,342.89,40.94,5.29,16.83,7.32,0.0,447.32,4.86,224.07,8.74,,,,Unknown
"silverlake shack, single",,,,,,,,,,,,,Shake Shack,1.0,Serving,65.52,1.85,1.3,4.85,2.8,16.38,274.89,0.0,59.43,3.6,,,,Unknown
single shackburger,,,,,,,,,,,,,Shake Shack,1.0,Serving,65.52,1.85,1.3,4.85,2.8,16.38,274.89,0.0,59.43,3.6,,,,Unknown
skim milk,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,Low
smash fries,,,,,,,,,,,,,Smashburger,1.0,Serving,221.52,29.42,0.21,10.46,1.66,0.0,149.1,2.7,411.09,2.44,,,,Unknown
smash tots,,,,,,,,,,,,,Smashburger,1.0,Serving,161.28,22.92,0.23,7.6,1.39,0.0,388.92,1.68,241.08,1.79,,,,Unknown
snickers,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,Low
snoodledoodle cookie,,,,,,,,,,,,,Noodles & Company,1.0,Serving,135.45,17.24,6.28,6.53,3.78,26.49,161.41,1.03,42.12,2.23,,,,Unknown
soft taco - beef,,,,,,,,,,,,,Taco Bell,1.0,Taco,130.0,22.24,,2.84,0.7,0.0,191.2,1.32,52.4,3.48,,,,Unknown
soft taco - chicken,,,,,,,,,,,,,Taco Bell,1.0,Taco,130.0,22.24,,2.84,0.7,0.0,191.2,1.32,52.4,3.48,,,,Unknown
soy milk,,,,,43.0,,,,,,,,,,,,,,,,,,,,,,,,Low
spaghetti vesuvius,,,,,,,,,,,,,The Old Spaghetti Factory,1.0,Serving,258.66,61.89,24.24,2.49,0.59,0.0,172.44,13.41,1120.86,6.32,,,,Unknown
spicy chicken sandwich,,,,,,,,,,,,,Church's Chicken,1.0,Serving,419.52,41.65,5.17,20.66,3.74,44.08,937.84,2.13,272.08,16.63,,,,Unknown
"spicy korean beef noodles, regular",,,,,,,,,,,,,Noodles & Company,1.0,Serving,873.76,98.4,6.65,42.56,6.93,0.0,1522.4,8.49,587.37,26.96,,,,Unknown
"spicy korean beef noodles, small",,,,,,,,,,,,,Noodles & Company,1.0,Serving,873.76,98.4,6.65,42.56,6.93,0.0,1522.4,8.49,587.37,26.96,,,,Unknown
spicy southwest salad with chick-fil-a filet,,,,,,,,,,,,,Chick-fil-A,1.0,Serving,491.43,42.3,7.21,19.4,4.72,86.82,681.87,10.11,778.3,38.53,,,,Unknown
spinach,21.8,3.07,1.8199999999999998,0.0,,Diabetic-Friendly Foods,SPINACH,AHOLD,Pre-Packaged Fruit & Vegetables,,3.53,,,,,,,,,,,,,,,,,,Unknown
"split peas, yellow, boiled",,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,Low
sponge cake,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,Low
sprite,,,,,,,,,,,,,Olive Garden,1.0,serving,151.29,38.45,38.3,0.0,0.0,0.0,36.9,0.0,3.69,0.33,,,,Unknown
"sprite, large",,,,,,,,,,,,,Wendy's,1.0,serving,151.29,38.45,38.3,0.0,0.0,0.0,36.9,0.0,3.69,0.33,,,,Unknown
"sprite, medium",,,,,,,,,,,,,Wendy's,1.0,serving,151.29,38.45,38.3,0.0,0.0,0.0,36.9,0.0,3.69,0.33,,,,Unknown
"sprite, regular",,,,,,,,,,,,,Wingstop,1.0,Serving,83.28,21.03,18.78,0.32,0.09,0.0,41.64,1.85,527.44,1.25,,,,Unknown
"sprite, small",,,,,,,,,,,,,Wendy's,1.0,serving,83.28,21.03,18.78,0.32,0.09,0.0,41.64,1.85,527.44,1.25,,,,Unknown
steak,,,,,,,,,,,,,Subway,1.0,Serving,614.38,0.0,0.0,40.77,16.05,214.37,114.92,0.0,698.36,57.81,,,,Unknown
steakhouse burger,,,,,,,,,,,,,Tony Roma's,1.0,burger,595.02,39.86,9.77,33.46,12.93,105.5,1422.14,2.74,502.18,33.3,,,,Unknown
steakhouse mac & cheese,,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,376.2,47.38,8.45,16.39,3.6,5.94,669.24,2.38,255.42,9.68,,,,Unknown
steakhouse mac & cheese bites,,,,,,,,,,,,,Outback Steakhouse,1.0,Serving,87.05,5.81,0.22,5.97,2.6,21.31,98.01,0.3,27.31,2.53,,,,Unknown
strawberries,35.25,8.747499999999999,1.725,0.078,40.0,Diabetic-Friendly Foods,STRAWBERRIES,NEW SEASONS,Frozen Fruit & Fruit Juice Concentrates,,0.71,,,,,,,,,,,,,,,,,,Low
strawberry cheesecake,,,,,,,,,,,,,Tony Roma's,1.0,serving,482.15,59.05,44.76,25.59,11.84,66.62,376.87,1.76,228.97,5.83,,,,Unknown
strawberry jam,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,Low
strawberry shake,,,,,,,,,,,,,In-N-Out Burger,15.0,oz,424.88,71.06,,10.53,6.52,41.36,312.08,1.5,684.32,12.78,,,,Unknown
subkrunch,,,,,,,,,,,,,Subway,1.0,Serving,70.0,,,,,,,,,,,,,Unknown
"subway club meats (turkey, ham, roast beef)",,,,,,,,,,,,,Subway,1.0,Serving,491.11,34.71,6.4,25.37,8.11,93.6,1713.88,2.23,728.81,30.06,,,,Unknown
sugar,,,,,,,,,,,,,Panera Bread,1.0,Packet,16.25,4.2,4.19,0.0,0.0,0.0,0.04,0.0,0.08,0.0,,,,Unknown
sunflower seeds,441.4,17.6,8.14,37.38,,Diabetic-Friendly Foods,SUNFLOWER SEEDS,WILD DUTCHMAN,"Popcorn, Peanuts, Seeds & Related Snacks",,11.7,,,,,,,,,,,,,,,,,,Unknown
sushi,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,Low
sweet potatoes,83.6,20.02,2.96,0.0,,Diabetic-Friendly Foods,SWEET POTATOES,RALEY'S,Pre-Packaged Fruit & Vegetables,,1.18,,,,,,,,,,,,,,,,,,Unknown
sweetgreen hot sauce,,,,,,,,,,,,,Sweetgreen,1.0,Serving,0.52,0.08,0.06,0.02,0.0,0.0,124.22,0.01,6.77,0.02,,,,Unknown
"taco shells, bell essentials, crunchy",,,,,,,,,,,,,Taco Bell,3.0,taco shells,158.01,13.7,0.62,8.76,3.02,19.32,273.93,2.69,144.21,6.11,,,,Unknown
taco tuesday - crunchy beef taco,,,,,,,,,,,,,Taco Bell UK,1.0,serving,158.01,13.7,0.62,8.76,3.02,19.32,273.93,2.69,144.21,6.11,,,,Unknown
